region,date,consommation_mw,thermique_mw,nucleaire_mw,eolien_mw,solaire_mw,hydraulique_mw,pompage_mw,bioenergies_mw,ech_physiques_mw,tmoy_degc,consommation_secteur_mw,population,nb_total_entreprise
Auvergne-Rhône-Alpes,2019-01-01,398784.0,11265.0,523368.0,6076.0,1676.0,85558.0,-63298.0,6817.0,-172672.0,4.83,58158.325,8042936,548241
Auvergne-Rhône-Alpes,2019-01-02,445315.0,23630.0,532281.0,8747.0,3340.0,126498.0,-26944.0,6783.0,-229021.0,3.62,59649.951,8042936,548241
Auvergne-Rhône-Alpes,2019-01-03,491848.0,25148.0,538200.0,9392.0,4893.0,149550.0,-15716.0,6619.0,-226233.0,0.82,65030.278,8042936,548241
Auvergne-Rhône-Alpes,2019-01-04,504760.0,26000.0,536525.0,8306.0,3160.0,155814.0,-15979.0,6625.0,-215693.0,-0.25,66756.73700000001,8042936,548241
Auvergne-Rhône-Alpes,2019-01-05,470179.0,25220.0,512811.0,7389.0,1904.0,112853.0,-13469.0,6795.0,-183318.0,0.52,63730.283,8042936,548241
Auvergne-Rhône-Alpes,2019-01-06,449197.0,12815.0,551208.0,6029.0,1765.0,87110.0,-28085.0,6684.0,-188324.0,1.57,63359.23299999999,8042936,548241
Auvergne-Rhône-Alpes,2019-01-07,501808.0,26998.0,601567.0,5161.0,1592.0,130111.0,-15355.0,6386.0,-254647.0,1.92,65387.078,8042936,548241
Auvergne-Rhône-Alpes,2019-01-08,502484.0,28149.0,576372.0,5443.0,1011.0,128001.0,-20055.0,6340.0,-222775.0,2.84,67041.893,8042936,548241
Auvergne-Rhône-Alpes,2019-01-09,505565.0,28494.0,581709.0,10060.0,1655.0,139680.0,-8781.0,6466.0,-253707.0,2.15,66630.487,8042936,548241
Auvergne-Rhône-Alpes,2019-01-10,523680.0,29247.0,598565.0,9444.0,2169.0,193863.0,-9933.0,6672.0,-306341.0,0.94,64324.924,8042936,548241
Auvergne-Rhône-Alpes,2019-01-11,520575.0,30106.0,593161.0,6491.0,3063.0,143396.0,-11824.0,6524.0,-250332.0,-0.25,64425.92599999999,8042936,548241
Auvergne-Rhône-Alpes,2019-01-12,470343.0,14789.0,592785.0,5323.0,1721.0,95718.0,-25193.0,6765.0,-221559.0,2.29,63776.463,8042936,548241
Auvergne-Rhône-Alpes,2019-01-13,432252.0,13695.0,582178.0,9517.0,1806.0,71850.0,-46131.0,6805.0,-207473.0,5.66,62904.111000000004,8042936,548241
Auvergne-Rhône-Alpes,2019-01-14,468368.0,29072.0,599875.0,12187.0,1794.0,162233.0,-18992.0,6704.0,-324502.0,6.37,63401.658,8042936,548241
Auvergne-Rhône-Alpes,2019-01-15,487663.0,28810.0,579243.0,5992.0,4844.0,168998.0,-14843.0,6726.0,-292110.0,3.42,66333.03,8042936,548241
Auvergne-Rhône-Alpes,2019-01-16,495039.0,33738.0,595834.0,10005.0,5065.0,164367.0,-16203.0,6655.0,-304433.0,4.01,66747.687,8042936,548241
Auvergne-Rhône-Alpes,2019-01-17,482116.0,28802.0,593867.0,7114.0,2289.0,148237.0,-20988.0,6479.0,-283672.0,5.41,65593.542,8042936,548241
Auvergne-Rhône-Alpes,2019-01-18,497010.0,33454.0,593887.0,3641.0,3316.0,167273.0,-12901.0,6675.0,-298335.0,1.09,64961.90700000001,8042936,548241
Auvergne-Rhône-Alpes,2019-01-19,469131.0,32277.0,574379.0,3765.0,4170.0,145377.0,-8704.0,6996.0,-289115.0,0.04,64146.434,8042936,548241
Auvergne-Rhône-Alpes,2019-01-20,445163.0,31401.0,578342.0,3176.0,2773.0,106237.0,-34438.0,6867.0,-249203.0,2.71,63239.278,8042936,548241
Auvergne-Rhône-Alpes,2019-01-21,499900.0,29988.0,602252.0,4314.0,1636.0,196796.0,-12749.0,6601.0,-328929.0,1.37,66256.607,8042936,548241
Auvergne-Rhône-Alpes,2019-01-22,516494.0,33703.0,597142.0,3759.0,3455.0,172784.0,-16891.0,6345.0,-283794.0,-0.39,64347.186,8042936,548241
Auvergne-Rhône-Alpes,2019-01-23,526918.0,34412.0,600656.0,6984.0,607.0,211322.0,-19890.0,6553.0,-313729.0,-0.22,67129.349,8042936,548241
Auvergne-Rhône-Alpes,2019-01-24,538449.0,34650.0,621115.0,9931.0,1169.0,238919.0,-9724.0,6462.0,-364076.0,-0.46,64876.924,8042936,548241
Auvergne-Rhône-Alpes,2019-01-25,531344.0,34979.0,624815.0,5848.0,2682.0,190455.0,-12561.0,6642.0,-321515.0,-0.74,65199.955,8042936,548241
Auvergne-Rhône-Alpes,2019-01-26,479330.0,14774.0,591564.0,6640.0,2287.0,82504.0,-25632.0,6513.0,-199309.0,2.3,63741.283,8042936,548241
Auvergne-Rhône-Alpes,2019-01-27,448133.0,13620.0,575034.0,14014.0,2268.0,73257.0,-60051.0,6471.0,-176474.0,4.6,64185.696,8042936,548241
Auvergne-Rhône-Alpes,2019-01-28,500540.0,27137.0,601436.0,7059.0,2430.0,140921.0,-16424.0,6131.0,-268142.0,1.85,63785.55499999999,8042936,548241
Auvergne-Rhône-Alpes,2019-01-29,509490.0,28637.0,603425.0,7911.0,2979.0,155343.0,-10076.0,6140.0,-284869.0,1.88,68742.92199999999,8042936,548241
Auvergne-Rhône-Alpes,2019-01-30,509131.0,28386.0,603531.0,9107.0,2578.0,182487.0,-13777.0,5981.0,-309164.0,2.51,68163.546,8042936,548241
Auvergne-Rhône-Alpes,2019-01-31,509572.0,26522.0,606025.0,9950.0,1413.0,205058.0,-5280.0,6314.0,-340414.0,3.82,66662.05399999999,8042936,548241
Auvergne-Rhône-Alpes,2019-02-01,484685.0,27684.0,602778.0,6162.0,1533.0,191169.0,-20971.0,6171.0,-329840.0,5.88,66912.323,8042936,548241
Auvergne-Rhône-Alpes,2019-02-02,457808.0,13272.0,594491.0,8467.0,522.0,146198.0,-30769.0,6346.0,-280717.0,1.86,65222.822,8042936,548241
Auvergne-Rhône-Alpes,2019-02-03,458070.0,12404.0,573091.0,12902.0,763.0,136986.0,-28739.0,5827.0,-255168.0,1.47,65585.949,8042936,548241
Auvergne-Rhône-Alpes,2019-02-04,506253.0,25696.0,602087.0,4750.0,3455.0,197802.0,-16733.0,5650.0,-316445.0,0.14,64717.151999999995,8042936,548241
Auvergne-Rhône-Alpes,2019-02-05,499740.0,27897.0,579275.0,4107.0,5007.0,193352.0,-6964.0,6098.0,-309013.0,2.17,64454.023,8042936,548241
Auvergne-Rhône-Alpes,2019-02-06,503235.0,25802.0,603404.0,3751.0,4705.0,165870.0,-13190.0,6038.0,-293136.0,3.17,68629.47,8042936,548241
Auvergne-Rhône-Alpes,2019-02-07,505681.0,13839.0,601176.0,8420.0,2039.0,163935.0,-14927.0,6145.0,-274936.0,4.07,68717.72600000001,8042936,548241
Auvergne-Rhône-Alpes,2019-02-08,487527.0,12858.0,599710.0,7009.0,4379.0,145728.0,-16014.0,6635.0,-272767.0,4.69,67492.824,8042936,548241
Auvergne-Rhône-Alpes,2019-02-09,428946.0,12225.0,534922.0,10631.0,2997.0,98196.0,-55999.0,6812.0,-180817.0,7.0,65354.770000000004,8042936,548241
Auvergne-Rhône-Alpes,2019-02-10,408111.0,12184.0,547063.0,16491.0,1514.0,101930.0,-48781.0,6063.0,-228343.0,8.25,65300.87300000001,8042936,548241
Auvergne-Rhône-Alpes,2019-02-11,476001.0,24838.0,598858.0,9330.0,3087.0,191128.0,-17516.0,6325.0,-340046.0,4.05,65461.489,8042936,548241
Auvergne-Rhône-Alpes,2019-02-12,486552.0,26513.0,600264.0,6979.0,5965.0,179598.0,-9826.0,6315.0,-329250.0,3.5,67926.838,8042936,548241
Auvergne-Rhône-Alpes,2019-02-13,488740.0,26440.0,600305.0,4788.0,7148.0,179358.0,-10259.0,6319.0,-325353.0,4.02,67920.789,8042936,548241
Auvergne-Rhône-Alpes,2019-02-14,475428.0,25650.0,598307.0,4586.0,7376.0,180981.0,-3981.0,6680.0,-344159.0,6.78,68098.623,8042936,548241
Auvergne-Rhône-Alpes,2019-02-15,447905.0,30015.0,595210.0,3108.0,7450.0,183053.0,-11059.0,6817.0,-366686.0,8.11,62872.744,8042936,548241
Auvergne-Rhône-Alpes,2019-02-16,393689.0,12649.0,589732.0,7256.0,7689.0,135324.0,-21034.0,7016.0,-344929.0,8.89,57530.897,8042936,548241
Auvergne-Rhône-Alpes,2019-02-17,375005.0,11598.0,562209.0,13039.0,7746.0,115951.0,-44686.0,6944.0,-297785.0,8.78,61042.519,8042936,548241
Auvergne-Rhône-Alpes,2019-02-18,418575.0,24684.0,591822.0,11729.0,7204.0,179037.0,-9055.0,6498.0,-393337.0,8.98,62367.599,8042936,548241
Auvergne-Rhône-Alpes,2019-02-19,433208.0,24978.0,593822.0,1787.0,7056.0,185312.0,-14604.0,6803.0,-371942.0,6.99,64107.697,8042936,548241
Auvergne-Rhône-Alpes,2019-02-20,436301.0,23290.0,592943.0,162.0,7465.0,194739.0,-4054.0,6721.0,-384966.0,7.12,67008.833,8042936,548241
Auvergne-Rhône-Alpes,2019-02-21,430676.0,12141.0,593356.0,1200.0,7781.0,183941.0,-1809.0,6716.0,-372641.0,8.16,67278.54800000001,8042936,548241
Auvergne-Rhône-Alpes,2019-02-22,412400.0,23412.0,588311.0,10891.0,8110.0,173101.0,-11633.0,6778.0,-386550.0,8.55,62926.903999999995,8042936,548241
Auvergne-Rhône-Alpes,2019-02-23,373515.0,12038.0,563559.0,4598.0,7824.0,112015.0,-28009.0,6769.0,-305276.0,7.5,64681.023,8042936,548241
Auvergne-Rhône-Alpes,2019-02-24,365946.0,12086.0,544482.0,1882.0,7082.0,101670.0,-41728.0,6713.0,-266236.0,8.03,64268.144,8042936,548241
Auvergne-Rhône-Alpes,2019-02-25,411437.0,12608.0,554806.0,530.0,7889.0,147933.0,-7519.0,6426.0,-311238.0,8.21,64792.705,8042936,548241
Auvergne-Rhône-Alpes,2019-02-26,408459.0,12141.0,568884.0,2438.0,7991.0,157110.0,-13963.0,6304.0,-332434.0,9.95,62672.573000000004,8042936,548241
Auvergne-Rhône-Alpes,2019-02-27,405372.0,11787.0,569240.0,3857.0,8576.0,160620.0,-2545.0,6365.0,-352528.0,9.96,65169.806,8042936,548241
Auvergne-Rhône-Alpes,2019-02-28,399827.0,10219.0,563268.0,8253.0,7093.0,138547.0,-15942.0,6247.0,-317849.0,9.2,68401.295,8042936,548241
Auvergne-Rhône-Alpes,2019-03-01,401584.0,10426.0,566760.0,10684.0,4640.0,196659.0,-10716.0,6759.0,-383622.0,8.81,66647.853,8042936,548241
Auvergne-Rhône-Alpes,2019-03-02,381481.0,9409.0,565153.0,7901.0,4208.0,155466.0,-12136.0,6873.0,-355402.0,7.65,65344.185,8042936,548241
Auvergne-Rhône-Alpes,2019-03-03,364309.0,9230.0,415918.0,7587.0,6599.0,101469.0,-64874.0,6619.0,-118240.0,9.36,64234.941000000006,8042936,548241
Auvergne-Rhône-Alpes,2019-03-04,408009.0,9296.0,498670.0,14428.0,4735.0,144797.0,-21916.0,6217.0,-248218.0,9.82,65711.254,8042936,548241
Auvergne-Rhône-Alpes,2019-03-05,413018.0,9326.0,543798.0,5068.0,7631.0,155370.0,-13145.0,5823.0,-300842.0,9.0,65272.164,8042936,548241
Auvergne-Rhône-Alpes,2019-03-06,418102.0,8976.0,554538.0,19653.0,2607.0,180998.0,-12161.0,6208.0,-342712.0,9.45,66180.091,8042936,548241
Auvergne-Rhône-Alpes,2019-03-07,408493.0,8940.0,521709.0,11357.0,6001.0,145359.0,-22827.0,6283.0,-268324.0,9.92,65735.918,8042936,548241
Auvergne-Rhône-Alpes,2019-03-08,410787.0,8766.0,514848.0,3478.0,3759.0,187565.0,-23821.0,6677.0,-290493.0,7.73,64494.496999999996,8042936,548241
Auvergne-Rhône-Alpes,2019-03-09,371818.0,8605.0,432518.0,8957.0,3290.0,108471.0,-46339.0,6896.0,-150592.0,9.85,64053.129,8042936,548241
Auvergne-Rhône-Alpes,2019-03-10,344125.0,8499.0,407402.0,13154.0,3217.0,117785.0,-46415.0,6798.0,-166308.0,12.47,65809.17599999999,8042936,548241
Auvergne-Rhône-Alpes,2019-03-11,411434.0,8441.0,487241.0,12866.0,6027.0,191407.0,-18555.0,6495.0,-282488.0,6.62,64647.477,8042936,548241
Auvergne-Rhône-Alpes,2019-03-12,434007.0,9110.0,518326.0,9282.0,8450.0,186839.0,-15368.0,6298.0,-288930.0,6.71,65899.227,8042936,548241
Auvergne-Rhône-Alpes,2019-03-13,427464.0,9321.0,501179.0,10613.0,5638.0,161229.0,-43074.0,6128.0,-223569.0,6.49,65937.61899999999,8042936,548241
Auvergne-Rhône-Alpes,2019-03-14,443476.0,9157.0,531655.0,13176.0,2900.0,182809.0,-22332.0,6245.0,-280141.0,6.22,66639.09,8042936,548241
Auvergne-Rhône-Alpes,2019-03-15,422013.0,9064.0,501536.0,12432.0,3389.0,189709.0,-22141.0,6669.0,-278640.0,9.66,69021.963,8042936,548241
Auvergne-Rhône-Alpes,2019-03-16,354814.0,8835.0,443788.0,6161.0,9336.0,153791.0,-34815.0,6747.0,-239020.0,11.9,64331.518000000004,8042936,548241
Auvergne-Rhône-Alpes,2019-03-17,343661.0,8709.0,405925.0,13742.0,5387.0,142472.0,-60662.0,6631.0,-178534.0,10.02,63508.272000000004,8042936,548241
Auvergne-Rhône-Alpes,2019-03-18,415241.0,9356.0,510565.0,7813.0,5406.0,209094.0,-11509.0,6264.0,-321746.0,5.7,65292.95999999999,8042936,548241
Auvergne-Rhône-Alpes,2019-03-19,424771.0,26809.0,532718.0,8908.0,7767.0,193720.0,-2219.0,6012.0,-348947.0,6.15,65986.469,8042936,548241
Auvergne-Rhône-Alpes,2019-03-20,424236.0,24698.0,547664.0,10102.0,10523.0,180689.0,-4249.0,6220.0,-351408.0,5.79,64693.422000000006,8042936,548241
Auvergne-Rhône-Alpes,2019-03-21,415446.0,10275.0,547767.0,2978.0,10257.0,183507.0,-5427.0,6260.0,-340169.0,6.4,69187.123,8042936,548241
Auvergne-Rhône-Alpes,2019-03-22,395633.0,10552.0,538013.0,1589.0,10123.0,182245.0,-660.0,6127.0,-352354.0,9.95,66138.10800000001,8042936,548241
Auvergne-Rhône-Alpes,2019-03-23,340832.0,8652.0,463444.0,4480.0,10388.0,126671.0,-28144.0,6451.0,-251110.0,10.93,66573.242,8042936,548241
Auvergne-Rhône-Alpes,2019-03-24,319450.0,8782.0,418916.0,2999.0,9826.0,94845.0,-55890.0,6714.0,-166743.0,10.46,65743.932,8042936,548241
Auvergne-Rhône-Alpes,2019-03-25,373843.0,9106.0,429346.0,14099.0,8398.0,130943.0,-28205.0,6506.0,-196346.0,9.2,64524.857,8042936,548241
Auvergne-Rhône-Alpes,2019-03-26,400691.0,8953.0,438727.0,18048.0,10242.0,141982.0,-9784.0,6063.0,-213549.0,7.05,67846.507,8042936,548241
Auvergne-Rhône-Alpes,2019-03-27,403780.0,9136.0,463930.0,11856.0,10746.0,150882.0,-1085.0,5851.0,-247544.0,6.8,69292.924,8042936,548241
Auvergne-Rhône-Alpes,2019-03-28,392621.0,22841.0,442172.0,5689.0,10381.0,153135.0,-14689.0,5888.0,-232796.0,7.53,65891.595,8042936,548241
Auvergne-Rhône-Alpes,2019-03-29,379166.0,9794.0,432930.0,4283.0,10138.0,139900.0,-11747.0,6206.0,-212336.0,9.46,65430.436,8042936,548241
Auvergne-Rhône-Alpes,2019-03-30,331542.0,8823.0,432763.0,6283.0,10981.0,126800.0,-28097.0,6511.0,-232531.0,10.4,64016.646,8042936,548241
Auvergne-Rhône-Alpes,2019-03-31,306788.0,7886.0,377897.0,1756.0,10752.0,87760.0,-49190.0,5645.0,-135713.0,10.82,62431.00199999999,8042936,548241
Auvergne-Rhône-Alpes,2019-04-01,351334.0,3209.0,362274.0,2245.0,8904.0,151374.0,-18470.0,5151.0,-163356.0,11.85,62084.848000000005,8042936,548241
Auvergne-Rhône-Alpes,2019-04-02,362942.0,1419.0,398325.0,6468.0,5483.0,142279.0,-21741.0,5149.0,-174451.0,10.87,65174.892,8042936,548241
Auvergne-Rhône-Alpes,2019-04-03,391675.0,15093.0,399040.0,7904.0,2561.0,172374.0,-8217.0,5159.0,-202256.0,6.95,64534.553,8042936,548241
Auvergne-Rhône-Alpes,2019-04-04,411697.0,15951.0,402266.0,2999.0,6737.0,168863.0,-175.0,4970.0,-189913.0,5.45,65222.542,8042936,548241
Auvergne-Rhône-Alpes,2019-04-05,405372.0,14229.0,442019.0,4799.0,9827.0,167694.0,-8539.0,5225.0,-229895.0,6.53,66753.235,8042936,548241
Auvergne-Rhône-Alpes,2019-04-06,354060.0,1434.0,396181.0,9166.0,3859.0,139059.0,-16533.0,6056.0,-185159.0,8.84,62880.837999999996,8042936,548241
Auvergne-Rhône-Alpes,2019-04-07,343929.0,915.0,393463.0,2116.0,5909.0,106656.0,-42393.0,5604.0,-128344.0,8.05,61438.948000000004,8042936,548241
Auvergne-Rhône-Alpes,2019-04-08,384227.0,909.0,438168.0,1553.0,7327.0,141220.0,-11309.0,4711.0,-198355.0,9.01,66873.734,8042936,548241
Auvergne-Rhône-Alpes,2019-04-09,383065.0,1188.0,419763.0,1999.0,8145.0,134886.0,-17946.0,4881.0,-169851.0,8.92,65865.649,8042936,548241
Auvergne-Rhône-Alpes,2019-04-10,378136.0,1130.0,397419.0,6774.0,7252.0,131565.0,-12823.0,4884.0,-158059.0,9.94,68371.27,8042936,548241
Auvergne-Rhône-Alpes,2019-04-11,381032.0,2403.0,395446.0,12410.0,5473.0,136802.0,-14668.0,4784.0,-161628.0,11.37,66705.158,8042936,548241
Auvergne-Rhône-Alpes,2019-04-12,379637.0,15301.0,401315.0,11506.0,11179.0,125329.0,-14777.0,4905.0,-175124.0,8.08,68095.36499999999,8042936,548241
Auvergne-Rhône-Alpes,2019-04-13,346358.0,1329.0,396197.0,6966.0,11344.0,90291.0,-23103.0,4964.0,-141635.0,6.31,66806.809,8042936,548241
Auvergne-Rhône-Alpes,2019-04-14,343756.0,1001.0,401088.0,7763.0,11443.0,88671.0,-31954.0,4768.0,-139036.0,4.55,66964.908,8042936,548241
Auvergne-Rhône-Alpes,2019-04-15,385234.0,966.0,433217.0,7525.0,10118.0,136785.0,-12172.0,4634.0,-195857.0,7.83,66992.443,8042936,548241
Auvergne-Rhône-Alpes,2019-04-16,380714.0,13681.0,435867.0,8173.0,4514.0,126801.0,-16127.0,4689.0,-196889.0,11.56,68830.167,8042936,548241
Auvergne-Rhône-Alpes,2019-04-17,367334.0,6998.0,397293.0,4585.0,10631.0,116178.0,-16559.0,4601.0,-156414.0,12.06,69299.484,8042936,548241
Auvergne-Rhône-Alpes,2019-04-18,345270.0,1082.0,395206.0,8994.0,10151.0,114378.0,-27397.0,4668.0,-161817.0,14.52,66021.552,8042936,548241
Auvergne-Rhône-Alpes,2019-04-19,332821.0,1251.0,387097.0,5905.0,10764.0,104488.0,-24867.0,4949.0,-156765.0,15.75,65619.789,8042936,548241
Auvergne-Rhône-Alpes,2019-04-20,289424.0,1055.0,374206.0,3017.0,9155.0,96428.0,-30978.0,5084.0,-168546.0,14.86,64370.466,8042936,548241
Auvergne-Rhône-Alpes,2019-04-21,272505.0,1097.0,338127.0,2597.0,4927.0,95515.0,-25433.0,5204.0,-149535.0,14.87,62397.308,8042936,548241
Auvergne-Rhône-Alpes,2019-04-22,276264.0,1050.0,283483.0,3158.0,8199.0,87791.0,-42547.0,5098.0,-69969.0,16.03,63704.077,8042936,548241
Auvergne-Rhône-Alpes,2019-04-23,315895.0,1033.0,349070.0,5884.0,5674.0,133629.0,-16500.0,5047.0,-167941.0,15.83,64129.159,8042936,548241
Auvergne-Rhône-Alpes,2019-04-24,328503.0,1064.0,386952.0,17144.0,6063.0,124331.0,-21223.0,5499.0,-191323.0,14.01,65996.413,8042936,548241
Auvergne-Rhône-Alpes,2019-04-25,338084.0,1047.0,409712.0,13497.0,3565.0,142439.0,-24000.0,5988.0,-214149.0,13.25,65264.350000000006,8042936,548241
Auvergne-Rhône-Alpes,2019-04-26,347828.0,1054.0,455771.0,6791.0,7352.0,171518.0,-4806.0,6167.0,-296028.0,9.35,67093.117,8042936,548241
Auvergne-Rhône-Alpes,2019-04-27,310404.0,950.0,375258.0,9018.0,6628.0,130331.0,-44289.0,6617.0,-174106.0,11.12,61150.565,8042936,548241
Auvergne-Rhône-Alpes,2019-04-28,310129.0,900.0,397467.0,8662.0,6660.0,129841.0,-34371.0,6570.0,-205612.0,8.61,63444.141,8042936,548241
Auvergne-Rhône-Alpes,2019-04-29,361148.0,860.0,419178.0,7796.0,8971.0,185795.0,-1735.0,6303.0,-266028.0,8.64,66713.666,8042936,548241
Auvergne-Rhône-Alpes,2019-04-30,351701.0,787.0,347556.0,9659.0,9976.0,181477.0,-10419.0,5884.0,-193218.0,9.92,64003.25,8042936,548241
Auvergne-Rhône-Alpes,2019-05-01,287887.0,730.0,374138.0,2802.0,12274.0,108187.0,-48797.0,6448.0,-167903.0,12.39,60244.593,8042936,548241
Auvergne-Rhône-Alpes,2019-05-02,335352.0,754.0,413336.0,4692.0,5571.0,162510.0,-22126.0,5947.0,-235316.0,11.62,64383.409999999996,8042936,548241
Auvergne-Rhône-Alpes,2019-05-03,341006.0,732.0,417363.0,4606.0,7599.0,169730.0,-22005.0,6331.0,-243342.0,11.39,66134.894,8042936,548241
Auvergne-Rhône-Alpes,2019-05-04,316211.0,728.0,409392.0,8598.0,6157.0,119625.0,-29355.0,6543.0,-205475.0,9.26,65306.496999999996,8042936,548241
Auvergne-Rhône-Alpes,2019-05-05,332991.0,767.0,410664.0,16058.0,7854.0,114977.0,-36241.0,6115.0,-187197.0,6.0,64823.863,8042936,548241
Auvergne-Rhône-Alpes,2019-05-06,372378.0,15360.0,411676.0,10206.0,11777.0,165846.0,-14680.0,5886.0,-233696.0,7.14,67453.514,8042936,548241
Auvergne-Rhône-Alpes,2019-05-07,366345.0,13460.0,388149.0,4614.0,11194.0,169908.0,-4244.0,6076.0,-222828.0,10.25,68629.687,8042936,548241
Auvergne-Rhône-Alpes,2019-05-08,324026.0,1299.0,376607.0,13982.0,2648.0,124980.0,-30373.0,6135.0,-171264.0,12.17,64026.153,8042936,548241
Auvergne-Rhône-Alpes,2019-05-09,357970.0,13605.0,373608.0,11934.0,6116.0,185373.0,-18326.0,5957.0,-220295.0,12.04,64046.487,8042936,548241
Auvergne-Rhône-Alpes,2019-05-10,341786.0,15964.0,392034.0,3511.0,8881.0,193393.0,-26233.0,5883.0,-251648.0,14.65,65111.466,8042936,548241
Auvergne-Rhône-Alpes,2019-05-11,303635.0,856.0,406074.0,10766.0,7004.0,161266.0,-26027.0,5830.0,-262135.0,13.52,64654.147,8042936,548241
Auvergne-Rhône-Alpes,2019-05-12,296178.0,897.0,388902.0,15920.0,9997.0,137568.0,-55681.0,5573.0,-207001.0,11.05,63722.012,8042936,548241
Auvergne-Rhône-Alpes,2019-05-13,344708.0,903.0,403615.0,18884.0,12936.0,165373.0,-21116.0,5315.0,-241209.0,11.5,64956.743,8042936,548241
Auvergne-Rhône-Alpes,2019-05-14,346028.0,1820.0,415090.0,15968.0,13497.0,158710.0,-15880.0,5417.0,-248600.0,11.75,64993.751000000004,8042936,548241
Auvergne-Rhône-Alpes,2019-05-15,348359.0,1898.0,423567.0,15058.0,13270.0,154889.0,-14604.0,5494.0,-251203.0,10.91,65709.928,8042936,548241
Auvergne-Rhône-Alpes,2019-05-16,348889.0,1869.0,457570.0,3412.0,12312.0,164016.0,-9584.0,5782.0,-286490.0,10.91,67692.67099999999,8042936,548241
Auvergne-Rhône-Alpes,2019-05-17,346686.0,1946.0,462426.0,4625.0,3184.0,173158.0,-13708.0,5528.0,-290484.0,11.31,68847.234,8042936,548241
Auvergne-Rhône-Alpes,2019-05-18,307630.0,988.0,459709.0,2131.0,6069.0,148245.0,-25416.0,5991.0,-290090.0,12.53,63642.704,8042936,548241
Auvergne-Rhône-Alpes,2019-05-19,294519.0,983.0,453845.0,3643.0,3714.0,115304.0,-37916.0,5956.0,-251006.0,12.06,65464.555,8042936,548241
Auvergne-Rhône-Alpes,2019-05-20,346622.0,1685.0,461498.0,6020.0,4848.0,211008.0,-8197.0,5640.0,-335892.0,13.59,66915.65000000001,8042936,548241
Auvergne-Rhône-Alpes,2019-05-21,344420.0,1872.0,453765.0,6468.0,8956.0,183184.0,-8927.0,5781.0,-306679.0,15.15,67905.262,8042936,548241
Auvergne-Rhône-Alpes,2019-05-22,336324.0,903.0,446628.0,6951.0,12079.0,177443.0,-15379.0,6043.0,-298348.0,14.42,69328.2,8042936,548241
Auvergne-Rhône-Alpes,2019-05-23,331477.0,1206.0,453326.0,2090.0,12948.0,192033.0,-13560.0,6090.0,-322649.0,14.95,69395.807,8042936,548241
Auvergne-Rhône-Alpes,2019-05-24,321448.0,781.0,446560.0,2057.0,9943.0,192808.0,-13630.0,6031.0,-323105.0,16.47,68651.552,8042936,548241
Auvergne-Rhône-Alpes,2019-05-25,282556.0,796.0,415745.0,5117.0,8657.0,159074.0,-23804.0,6343.0,-289380.0,16.86,64139.421,8042936,548241
Auvergne-Rhône-Alpes,2019-05-26,265739.0,856.0,386619.0,7824.0,10897.0,137019.0,-36356.0,6514.0,-247649.0,16.86,64214.609,8042936,548241
Auvergne-Rhône-Alpes,2019-05-27,315305.0,941.0,428637.0,6522.0,7752.0,181973.0,-10856.0,6430.0,-306071.0,16.03,66750.847,8042936,548241
Auvergne-Rhône-Alpes,2019-05-28,328200.0,807.0,427655.0,7108.0,7280.0,188468.0,-8174.0,6390.0,-301325.0,13.94,68400.052,8042936,548241
Auvergne-Rhône-Alpes,2019-05-29,330483.0,1049.0,444148.0,9206.0,9824.0,190693.0,-4756.0,6293.0,-325967.0,13.59,68961.19099999999,8042936,548241
Auvergne-Rhône-Alpes,2019-05-30,283277.0,1102.0,427552.0,6469.0,10614.0,135135.0,-40000.0,6200.0,-263797.0,13.83,65912.149,8042936,548241
Auvergne-Rhône-Alpes,2019-05-31,289632.0,1375.0,446459.0,2832.0,13198.0,159500.0,-21770.0,6193.0,-318160.0,16.79,66963.745,8042936,548241
Auvergne-Rhône-Alpes,2019-06-01,270670.0,1759.0,393968.0,824.0,12870.0,169635.0,-31716.0,5707.0,-282382.0,19.65,61070.114,8042936,548241
Auvergne-Rhône-Alpes,2019-06-02,261602.0,1753.0,360615.0,3537.0,12624.0,153860.0,-32482.0,5189.0,-243510.0,22.01,62167.371,8042936,548241
Auvergne-Rhône-Alpes,2019-06-03,315186.0,12404.0,420387.0,3093.0,9078.0,182380.0,-12613.0,5197.0,-304740.0,20.8,65694.656,8042936,548241
Auvergne-Rhône-Alpes,2019-06-04,325133.0,16908.0,429460.0,10526.0,12035.0,178976.0,-8167.0,5016.0,-319622.0,21.54,67278.40299999999,8042936,548241
Auvergne-Rhône-Alpes,2019-06-05,325913.0,12052.0,435634.0,10698.0,9776.0,174593.0,-13494.0,4847.0,-308197.0,19.95,68587.35,8042936,548241
Auvergne-Rhône-Alpes,2019-06-06,324421.0,1686.0,450034.0,4181.0,11249.0,169294.0,-11398.0,4862.0,-305485.0,14.46,69671.5,8042936,548241
Auvergne-Rhône-Alpes,2019-06-07,315787.0,973.0,411352.0,15382.0,8513.0,164245.0,-25258.0,4761.0,-264183.0,17.28,69147.747,8042936,548241
Auvergne-Rhône-Alpes,2019-06-08,277164.0,929.0,318109.0,3962.0,13186.0,148967.0,-49704.0,4965.0,-163251.0,15.24,65921.53899999999,8042936,548241
Auvergne-Rhône-Alpes,2019-06-09,263773.0,953.0,390307.0,3243.0,4402.0,162724.0,-37338.0,4945.0,-265471.0,14.71,64263.53,8042936,548241
